"Prodotto","Sorgente","Destinazione","Errore"
"Aglio Rosso 10pz","C:\Users\info\Desktop\frutta\immagini\ortitaly\aglio-rosso-10pz-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\aglio-rosso-10pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fettuccine Casarecce All&#039;uovo 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\fettuccine-casarecce-all-039-uovo-500gr-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fettuccine-casarecce-all-039-uovo-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Mela Story Inored 1 Kg","C:\Users\info\Desktop\frutta\immagini\fruttit\mela-golden-delicious-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\mela-story-inored-1-kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cocco Fresco Da Bere 1pz","C:\Users\info\Desktop\frutta\immagini\fruttit\cocco-fresco-da-bere-1pz-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cocco-fresco-da-bere-1pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Rabarbaro 6kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\rabarbaro-6kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Broccolo Giallo 1pz","C:\Users\info\Desktop\frutta\immagini\fruttit\broccolo-giallo-1pz-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\broccolo-giallo-1pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Calamarata Acqua E Farina 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\calamarata-acqua-e-farina-500gr-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\calamarata-acqua-e-farina-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Barbabietola Rossa Fresca 5kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\barbabietola-rossa-fresca-5kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\barbabietola-rossa-fresca-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Lenticchie Arancioni 500gr","C:\Users\info\Desktop\frutta\immagini\fruttit\lenticchie-arancioni-500gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\lenticchie-arancioni-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pitaya/frutto Del Drago ( 1 Cassa ) 5 Frutti","C:\Users\info\Desktop\frutta\immagini\fruttit\pitaya-frutto-del-drago-1-cassa-5-frutti-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pitaya-frutto-del-drago-1-cassa-5-frutti.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Orri Jaffa 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\orri-jaffa-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Scalogno 500gr","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\scalogno-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Funghi Misti Trifolati 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\funghi-misti-trifolati-500gr-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\funghi-misti-trifolati-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pastinaca","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pastinaca.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fior Di Guanciale Affettato","C:\Users\info\Desktop\frutta\immagini\ortitaly\fior-di-guanciale-affettato-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fior-di-guanciale-affettato.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Peperoncino Habanero 1 Confezione","C:\Users\info\Desktop\frutta\immagini\fruttit\peperoncino-habanero-1-confezione-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\peperoncino-habanero-1-confezione.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cassetta Frutta Esotica","C:\Users\info\Desktop\frutta\immagini\fruttit\cassetta-frutta-esotica-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cassetta-frutta-esotica.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Maracuja 1 Frutto","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\maracuja-1-frutto.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Castagne Cotte Al Vapore 200gr","C:\Users\info\Desktop\frutta\immagini\fruttit\castagne-cotte-al-vapore-200gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\castagne-cotte-al-vapore-200gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Torroncini Morbidi Alla Fragola","C:\Users\info\Desktop\frutta\immagini\ortitaly\torroncini-morbidi-alla-fragola-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\torroncini-morbidi-alla-fragola.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cherimoya (annona ) 1 Frutto","C:\Users\info\Desktop\frutta\immagini\fruttit\cherimoya-annona-1-frutto-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cherimoya-annona-1-frutto.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Uva Red Globe","C:\Users\info\Desktop\frutta\immagini\ortitaly\uva-red-globe-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\uva-red-globe.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Carciofotti ( 10 Pezzi )","C:\Users\info\Desktop\frutta\immagini\fruttit\carciofotti-10-pezzi-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\carciofotti-10-pezzi.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Chips Di Platano 1 Bustina","C:\Users\info\Desktop\frutta\immagini\fruttit\chips-di-platano-1-bustina-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\chips-di-platano-1-bustina.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Chips Di Manioca 1 Bustina","C:\Users\info\Desktop\frutta\immagini\fruttit\chips-di-manioca-1-bustina-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\chips-di-manioca-1-bustina.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Aloe Disidratata","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\aloe-disidratata.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Caviale Limone ( Finger Lime ) 70gr","C:\Users\info\Desktop\frutta\immagini\fruttit\caviale-limone-finger-lime-70gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\caviale-limone-finger-lime-70gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Zucca Hokkaido 1pz","C:\Users\info\Desktop\frutta\immagini\ortitaly\zucca-hokkaido-1pz-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\zucca-hokkaido-1pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Lardo Di Patanegra Affettato","C:\Users\info\Desktop\frutta\immagini\ortitaly\lardo-di-patanegra-affettato-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\lardo-di-patanegra-affettato.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Curcuma","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\curcuma.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Mangosteen ( 1 Cassa )","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\mangosteen-1-cassa.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Zucchine Nere 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\zucchine-nere-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Gnocchi Di Patate 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\gnocchi-di-patate-500gr-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\gnocchi-di-patate-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fragole Disidratate 200gr","C:\Users\info\Desktop\frutta\immagini\fruttit\fragole-disidratate-200gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fragole-disidratate-200gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fagioli Borlotti Cascia 500gr.","C:\Users\info\Desktop\frutta\immagini\ortitaly\fagioli-borlotti-cascia-500gr-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fagioli-borlotti-cascia-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Finger Lime ( Caviale Di Limone) 250 Gr","C:\Users\info\Desktop\frutta\immagini\fruttit\finger-lime-caviale-di-limone-250-gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\finger-lime-caviale-di-limone-250-gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Datterino Giallo","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\datterino-giallo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Origano Cubano 1vaso","C:\Users\info\Desktop\frutta\immagini\ortitaly\origano-cubano-1vaso-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\origano-cubano-1vaso.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pack Choi 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pack-choi-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Coriandolo Fresco","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\coriandolo-fresco.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Box Frutta E Verdura Mista","C:\Users\info\Desktop\frutta\immagini\fruttit\box-frutta-e-verdura-mista-fruttit.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\box-frutta-e-verdura-mista.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Albicocca Reidratata","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\albicocca-reidratata.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Lenticchie Tipo Pantelleria 500gr","C:\Users\info\Desktop\frutta\immagini\fruttit\lenticchie-tipo-pantelleria-500gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\lenticchie-tipo-pantelleria-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cassetta Frutta E Verdura Mista","C:\Users\info\Desktop\frutta\immagini\fruttit\cassetta-frutta-e-verdura-mista-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cassetta-frutta-e-verdura-mista.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fagiolo Borlotto Cuneo 500gr","C:\Users\info\Desktop\frutta\immagini\fruttit\fagiolo-borlotto-cuneo-500gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fagiolo-borlotto-cuneo-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Origano Essiccato 1mz","C:\Users\info\Desktop\frutta\immagini\ortitaly\origano-essiccato-1mz-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\origano-essiccato-1mz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cavolo Rosso ( Crauto ) 1 Pz","C:\Users\info\Desktop\frutta\immagini\fruttit\cavolo-rosso-crauto-1-pz-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cavolo-rosso-crauto-1-pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Box Verdura Grande","C:\Users\info\Desktop\frutta\immagini\fruttit\box-verdura-grande-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\box-verdura-grande.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Shop - Frutta E Verdura Fresca - Ingrosso Ortofrutta Per Aziende","C:\Users\info\Desktop\frutta\immagini\ortitaly\shop-frutta-e-verdura-fresca-ingrosso-ortofrutta-per-aziende-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\shop-frutta-e-verdura-fresca-ingrosso-ortofrutta-per-aziende.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Mele Pinklady 1kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\mele-golden-melinda-1kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\mele-pinklady-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Melanzane Lunghe 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\melanzane-lunghe-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Mandarini Sicilia 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arancio-tarocco-sicilia-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\mandarini-sicilia-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Arachidi 0.5kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arachidi-0-5kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\arachidi-0-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cicoria Pulita 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cicoria-pulita-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Tortellini Di Carne 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\tortellini-di-carne-500gr-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\tortellini-di-carne-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Olio Extra Vergine Di Oliva Di Nostra Produzione 1lt","C:\Users\info\Desktop\frutta\immagini\fruttit\olio-extra-vergine-di-oliva-di-nostra-produzione-1lt-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\olio-extra-vergine-di-oliva-di-nostra-produzione-1lt.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Papaya Formosa ( 1 Cassa 4 Frutti )","C:\Users\info\Desktop\frutta\immagini\fruttit\papaya-formosa-1-cassa-4-frutti-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\papaya-formosa-1-cassa-4-frutti.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Zucca Gialla ( 1 Kg )","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\zucca-gialla-1-kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cappuccina 1pezzo","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cappuccina-1pezzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Agretti 1 Mazzo","C:\Users\info\Desktop\frutta\immagini\fruttit\agretti-1-mazzo-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\agretti-1-mazzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Kumquat 1 Cestino","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\kumquat-1-cestino.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Sedano 1pz","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\sedano-1pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Salvia Fresca 1mz","C:\Users\info\Desktop\frutta\immagini\ortitaly\salvia-fresca-1mz-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\salvia-fresca-1mz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Tris Di Funghi Sott'olio 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\tris-di-funghi-sott-olio-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\tris-di-funghi-sott-olio-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pomodoro Piccadilly 0.5kg","C:\Users\info\Desktop\frutta\immagini\fruttit\pomodoro-piccadilly-0-5kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pomodoro-piccadilly-0-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Melanzane Tonde 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\melanzane-tonde-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pastinaca Fresca 5kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\pastinaca-fresca-5kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pastinaca-fresca-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cicoria Campo 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cicoria-campo-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fagioli Cannellini 500gr","C:\Users\info\Desktop\frutta\immagini\fruttit\fagioli-cannellini-500gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fagioli-cannellini-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cipollotto Fresco","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cipollotto-fresco.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pomodori Da Riso 1pezzo","C:\Users\info\Desktop\frutta\immagini\fruttit\pomodori-da-riso-1pezzo-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pomodori-da-riso-1pezzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Ananas 1 Frutto 2kg","C:\Users\info\Desktop\frutta\immagini\fruttit\ananas-1-frutto-2kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\ananas-1-frutto-2kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Carambola ( Star Fruit ) 1 Frutto","C:\Users\info\Desktop\frutta\immagini\fruttit\carambola-star-fruit-1-frutto-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\carambola-star-fruit-1-frutto.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pomodoro Rosso A Grappolo 1kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\pomodoro-rosso-a-grappolo-1kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pomodoro-rosso-a-grappolo-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Broccoletti 2kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\broccoletti-2kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cipollotto Fresco 1 Mazzo","C:\Users\info\Desktop\frutta\immagini\fruttit\cipollotto-fresco-1-mazzo-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cipollotto-fresco-1-mazzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Durian Fruit ( 1 Cassa ) 2 Kg","C:\Users\info\Desktop\frutta\immagini\fruttit\durian-fruit-1-cassa-2-kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\durian-fruit-1-cassa-2-kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Anguria ( Cocomero )","C:\Users\info\Desktop\frutta\immagini\fruttit\anguria-cocomero-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\anguria-cocomero.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Insalatina Baby Leaf 300gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\insalatina-baby-leaf-300gr-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\insalatina-baby-leaf-300gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Ravioli Ricotta E Spinaci 500gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\ravioli-ricotta-e-spinaci-500gr-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\ravioli-ricotta-e-spinaci-500gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Zenzero 250gr","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\zenzero-250gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Carote A Ciuffo","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\carote-a-ciuffo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Passion Fruit ( 1 Cassa ) 2kg","C:\Users\info\Desktop\frutta\immagini\fruttit\passion-fruit-1-cassa-2kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\passion-fruit-1-cassa-2kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Capresina Cotta A Legna 250gr","C:\Users\info\Desktop\frutta\immagini\ortitaly\capresina-cotta-a-legna-250gr-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\capresina-cotta-a-legna-250gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pitaya Rossa Polpa Bianca 3kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\pitaya-rossa-polpa-bianca-3kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pitaya-rossa-polpa-bianca-3kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Cardo Gobbo 2kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\cardo-gobbo-2kg-ortitaly.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\cardo-gobbo-2kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Broccolo Siciliano 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\broccolo-siciliano-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Ravanelli 1 Mazzo","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\ravanelli-1-mazzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Fichi D&#039;india Puliti 6pz","C:\Users\info\Desktop\frutta\immagini\ortitaly\fichi-d-039-india-puliti-6pz-ortitaly.jpeg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\fichi-d-039-india-puliti-6pz.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Porro 1kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\porro-1kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Indivia Riccia 1pezzo","C:\Users\info\Desktop\frutta\immagini\fruttit\indivia-riccia-1pezzo-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\indivia-riccia-1pezzo.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Pacco Frutta Esotica Premium","C:\Users\info\Desktop\frutta\immagini\fruttit\pacco-frutta-esotica-premium-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\pacco-frutta-esotica-premium.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Miele Acacia 400gr","C:\Users\info\Desktop\frutta\immagini\fruttit\miele-acacia-400gr-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\miele-acacia-400gr.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Nespole 0,5kg","C:\Users\info\Desktop\frutta\immagini\fruttit\arance-navel-1kg-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\nespole-0-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Aglio Di Montagna 1 Cofanetto","C:\Users\info\Desktop\frutta\immagini\fruttit\aglio-di-montagna-1-cofanetto-fruttit.jpg","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\aglio-di-montagna-1-cofanetto.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
"Radice Scorzonera 5kg","C:\Users\info\Desktop\frutta\immagini\ortitaly\radice-scorzonera-5kg-ortitaly.png","c:\Users\info\Documents\Claudeagentica\frutta-gest\public\images\products\radice-scorzonera-5kg.jpg","Impossibile trovare un parametro corrispondente al nome 'and'."
